record_id,risk_score,event_count,total_usage,flagged_status,user_bin_score,days_since_activity,account_type,months_since_update,membership_flag,loyalty_tier,satisfaction_score,reported_fraud_flag,account_balance,num_transactions,high_risk_flag,account_age_years,stability_rank,rule_alert_flag,violation_count,device_consistency_flag,education_level,gender_flag,employment_status,recent_alerts,weeks_since_account_open
242527,70,0,48,0,999,2,3,4,2,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
242528,27,0,4,0,999,2,1,5,1,1,9,0,508,11,2,1,2,0,0,2,1,1,1,0,38
242529,42,0,4,0,999,10,1,2,1,1,9,0,0,112,2,1,1,0,0,1,1,1,1,0,0
242530,37,0,47,0,999,2,3,7,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
242531,69,0,21,0,999,2,3,2,1,1,9,0,0,995,1,1,2,0,0,1,1,1,2,0,0
242532,12,0,4,0,999,2,3,8,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,1,0,0
242533,3,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,1,0,0
242534,35,0,48,0,999,2,3,4,1,1,9,0,0,995,1,1,9,0,0,2,1,2,1,0,0
242535,9,0,4,0,999,1,3,3,1,1,9,1,999998,995,0,6,2,0,0,2,1,1,2,0,0
242536,7,0,48,0,999,1,3,7,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,2,0,0
242537,9,0,4,0,999,1,3,6,1,1,9,0,999998,995,0,6,2,0,0,1,1,1,2,0,0
242538,27,0,200,2,999,2,3,5,1,1,9,1,0,995,1,1,2,0,0,1,1,2,2,0,0
242539,30,0,200,2,999,5,3,7,2,1,9,1,0,995,1,1,2,0,0,1,1,2,1,0,0
242540,34,0,48,0,999,6,3,6,1,1,9,0,0,995,1,1,2,0,0,2,1,2,1,0,0
242541,5,0,4,0,999,99,3,4,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,1,0,0
242542,49,0,37,0,999,6,1,4,1,1,9,0,3610,88,2,1,1,0,0,2,1,1,1,0,52
242543,46,0,5,0,999,2,3,5,1,1,9,0,0,995,1,1,2,0,0,2,1,2,1,0,0
242544,2,0,4,0,999,0,3,6,2,1,9,0,999998,995,0,6,9,0,0,1,3,2,1,0,0
242545,26,0,200,3,999,1,1,7,1,1,9,1,300,123,2,6,2,0,0,1,1,1,2,0,52
242546,54,0,36,0,999,10,1,4,1,1,9,0,0,126,2,1,1,0,0,1,1,1,2,0,52
242547,20,0,48,0,999,5,1,8,1,1,9,1,60,119,2,5,2,0,0,1,1,2,1,0,6
242548,7,0,4,0,999,1,3,3,1,1,9,0,999998,995,0,6,1,0,0,1,1,2,2,0,0
242549,7,0,4,0,999,1,3,7,1,1,9,0,999998,995,0,6,1,0,0,1,1,1,1,0,0
242550,21,0,4,0,999,4,1,2,1,1,9,0,500,116,2,6,1,0,0,1,1,1,1,0,40
242551,46,0,6,0,999,6,1,2,1,1,9,0,1620,87,2,6,2,0,0,2,1,2,2,0,52
242552,80,0,4,0,999,0,3,17,1,1,9,1,0,995,1,1,2,0,0,1,3,1,1,0,0
242553,12,0,4,0,999,0,3,10,2,1,9,0,999998,995,0,6,2,0,0,1,3,1,1,0,0
242554,27,0,34,0,999,2,1,1,1,1,9,0,580,119,2,6,2,0,0,1,1,1,2,0,52
242555,5,0,40,0,999,0,3,5,2,1,9,0,999998,995,0,6,3,0,0,2,1,1,1,0,0
242556,10,0,4,0,999,1,3,4,1,1,9,0,0,995,0,6,2,0,0,2,1,2,2,0,0
242557,45,0,4,0,999,0,1,6,2,1,9,0,0,1,2,1,1,0,0,1,3,1,1,0,52
242558,41,0,26,0,999,6,3,6,1,1,9,0,0,995,1,1,1,0,0,1,1,2,2,0,0
242559,73,0,410,2,999,4,3,2,1,1,9,0,0,995,1,5,2,0,0,2,1,2,2,0,0
242560,46,0,38,0,999,6,1,4,1,1,9,0,960,125,2,1,2,0,0,2,1,2,2,0,52
242561,9,0,200,3,999,1,3,5,1,1,9,1,999998,995,0,6,2,0,0,2,1,2,1,0,0
242562,20,0,17,0,52,6,1,6,1,1,9,0,0,1,2,6,3,0,0,2,1,1,1,0,0
242563,53,0,13,0,999,6,3,3,1,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
242564,6,0,4,0,999,0,3,7,1,1,9,0,999998,995,0,6,2,0,0,1,1,2,1,0,0
242565,10,0,4,0,999,0,3,6,2,1,9,0,999998,995,0,6,2,0,0,1,3,1,1,0,0
242566,13,0,4,0,999,2,3,5,1,1,9,0,999998,995,0,6,1,0,0,2,1,2,1,0,0
242567,14,0,4,0,999,2,3,7,2,1,9,1,40,1,1,6,2,0,0,2,1,1,1,0,4
242568,30,0,48,0,999,2,1,3,1,1,9,0,1578,5,2,1,3,0,0,2,1,1,2,0,52
242569,5,0,4,0,999,0,3,8,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,1,0,0
242570,24,0,40,0,999,5,1,1,1,1,9,0,460,100,2,6,3,0,0,1,2,1,2,0,39
242571,12,0,4,0,999,1,3,11,1,1,9,0,0,995,0,6,1,0,0,1,3,2,1,0,0
242572,30,16,48,0,999,2,3,4,1,1,9,0,0,995,1,1,2,0,1,2,1,2,2,0,0
242573,43,0,42,0,999,2,3,5,1,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
242574,20,0,4,0,20,1,2,10,2,1,9,1,200,11,2,6,2,0,0,1,3,1,1,0,20
242575,50,0,26,0,999,99,1,5,1,1,9,1,0,109,2,1,1,0,4,1,1,1,1,1,52
242576,37,0,4,0,999,5,3,4,2,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
242577,39,0,35,0,999,2,3,6,1,1,9,1,0,995,1,2,1,0,0,1,1,2,2,0,0
242578,32,0,4,0,999,5,1,4,1,1,9,1,352,11,2,1,2,0,0,2,1,1,2,0,32
242579,18,0,4,0,999,2,3,5,2,1,9,0,0,995,1,1,2,0,0,1,3,2,1,0,0
242580,57,0,48,0,999,9,3,2,2,1,9,0,0,995,1,1,1,0,0,2,1,1,1,0,0
242581,63,0,5,0,999,1,1,1,1,1,9,0,156,118,2,5,1,0,0,2,2,2,2,0,52
242582,28,0,4,0,999,2,3,6,2,1,9,0,999998,1,1,1,2,0,1,1,3,1,1,9,52
242583,3,0,4,0,999,0,3,5,1,1,9,1,999998,995,0,6,2,0,0,1,1,2,2,0,0
242584,4,0,4,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,2,0,0
242585,2,0,55,0,999,0,3,3,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,2,0,0
242586,28,0,4,0,999,4,3,2,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
242587,20,0,48,0,999,4,1,1,1,1,9,0,960,18,2,6,9,0,1,2,1,1,2,9,52
242588,2,0,4,0,999,0,3,6,1,1,9,1,0,995,0,6,2,0,3,1,1,1,1,0,0
242589,16,0,53,0,999,3,3,9,1,1,9,0,0,995,1,6,2,0,0,2,1,2,2,0,0
242590,48,0,454,2,999,4,1,5,1,1,9,0,0,90,2,1,2,0,0,1,1,1,1,0,48
242591,39,0,4,0,999,0,1,10,2,1,9,0,0,1,2,1,2,0,0,1,3,1,1,0,52
242592,36,0,4,0,999,3,1,4,1,1,9,0,2800,75,2,1,2,0,0,2,1,1,1,0,52
242593,12,0,4,0,999,2,3,5,2,1,9,1,999998,995,0,6,2,0,0,2,1,2,1,0,0
242594,35,0,35,0,999,2,1,4,1,1,9,0,840,5,2,1,2,0,0,2,1,1,1,0,26
242595,61,0,21,0,999,8,1,6,2,1,9,0,1380,17,2,1,1,0,0,1,1,1,1,0,52
242596,19,0,4,0,999,0,1,2,2,1,9,0,0,1,2,6,2,0,0,1,3,2,1,0,40
242597,7,0,4,0,999,0,3,8,2,1,9,0,999998,995,0,6,2,0,0,1,3,2,1,0,0
242598,19,0,27,0,999,6,1,3,1,1,9,0,64,102,2,6,3,0,0,2,1,2,2,0,5
242599,26,0,4,0,999,2,3,4,1,1,9,0,0,995,1,1,2,0,0,1,1,2,1,0,0
242600,8,0,4,0,999,1,3,5,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
242601,22,18,4,0,999,4,3,3,1,1,9,0,0,995,1,1,2,0,1,2,1,2,1,0,0
242602,57,0,6,0,999,2,3,3,2,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
242603,2,0,4,0,999,0,3,3,1,1,9,1,999998,995,0,6,9,0,3,2,1,1,2,0,0
242604,39,0,5,0,999,4,3,3,1,1,9,0,0,995,1,1,3,0,0,2,1,2,2,0,0
242605,29,0,8,0,999,6,3,4,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
242606,39,0,200,3,999,0,1,8,1,1,9,1,1140,58,2,1,1,0,0,1,1,1,1,0,52
242607,30,0,200,2,999,2,1,3,1,1,9,1,1400,101,2,1,2,0,0,2,1,1,2,0,50
242608,33,0,4,0,999,2,1,4,1,1,9,0,943,21,2,1,2,0,0,1,1,1,1,0,50
242609,12,0,4,0,999,2,3,4,1,1,9,0,999998,995,0,6,1,0,0,1,1,1,2,0,0
242610,46,0,5,0,999,2,3,6,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
242611,12,0,40,0,999,2,3,3,1,1,9,0,999998,995,0,6,3,0,0,1,1,2,1,0,0
242612,13,0,4,0,999,2,3,6,2,1,9,0,999998,995,0,6,1,0,0,1,1,1,1,0,0
242613,11,0,48,0,999,1,3,6,1,1,9,0,999998,995,0,6,3,0,0,2,1,2,1,0,0
242614,18,0,4,0,999,4,3,6,1,1,9,0,0,995,1,6,2,0,0,2,1,2,2,0,0
242615,2,0,4,0,999,99,3,6,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
242616,27,0,40,0,10,2,1,5,1,1,9,0,587,11,2,1,2,0,0,1,1,1,1,0,45
242617,38,0,18,0,999,2,3,3,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
242618,30,0,541,2,999,2,1,7,1,1,9,0,0,90,2,6,1,0,0,1,1,1,2,0,26
242619,29,0,4,0,999,6,1,3,1,1,9,0,1800,87,2,1,2,0,0,2,1,1,2,0,52
242620,25,0,4,0,999,3,1,6,1,1,9,1,270,91,2,6,1,0,0,1,1,1,2,0,18
242621,32,0,40,0,999,2,1,5,1,1,9,0,850,75,2,1,3,0,0,2,1,1,1,0,48
242622,13,0,4,0,999,2,3,11,1,1,9,1,999998,995,0,6,2,0,0,1,1,1,1,0,0
242623,30,0,8,0,999,8,3,3,1,1,9,0,0,995,1,1,3,0,0,1,1,2,1,0,0
242624,19,0,4,0,132,2,1,10,1,1,9,1,263,11,2,6,1,0,0,2,1,1,1,0,5
242625,9,0,4,0,999,1,3,10,1,1,9,1,999998,995,0,6,9,0,0,2,1,2,1,0,0
242626,0,0,29,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
242627,48,0,4,0,999,0,1,8,2,1,9,0,0,1,2,1,1,0,0,1,3,1,1,0,32
242628,16,0,47,0,999,4,1,4,1,1,9,0,0,118,2,6,2,0,0,1,1,2,1,0,0
242629,28,0,4,0,999,1,1,5,1,1,9,0,450,118,2,6,2,0,0,1,3,2,1,0,52
242630,4,0,4,0,999,0,3,9,2,1,9,0,0,995,0,6,2,0,0,1,1,1,1,0,0
242631,20,0,4,0,999,6,1,4,1,1,9,0,500,84,2,6,1,0,0,2,1,2,2,0,48
242632,70,0,4,0,999,2,3,4,2,1,9,1,999998,999,1,1,2,0,0,1,3,1,1,0,0
242633,15,0,4,0,999,5,3,1,1,6,9,0,0,995,1,6,2,0,0,0,1,2,1,0,0
242634,24,0,48,0,999,4,1,4,1,1,9,0,2000,75,2,1,2,0,0,1,1,1,1,0,44
242635,0,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,1,0,0
242636,8,0,29,0,999,1,3,4,1,1,9,0,0,995,0,6,3,0,0,2,1,2,2,0,0
242637,6,0,4,0,999,0,3,6,1,1,9,1,999998,995,0,6,1,0,0,1,1,1,2,0,0
242638,5,0,4,0,999,0,3,6,1,1,9,1,999998,995,0,6,1,0,0,2,1,2,1,0,0
242639,6,0,4,0,999,1,3,5,1,1,9,0,999998,995,0,6,1,0,0,1,1,2,2,0,0
242640,28,0,200,3,999,6,1,9,1,1,9,1,0,102,2,6,2,0,0,1,1,2,2,0,0
242641,25,0,4,0,999,0,1,5,2,1,9,0,0,23,2,1,2,0,0,1,3,2,1,0,26
242642,25,0,4,0,999,3,1,7,1,1,9,0,1080,123,2,6,2,0,0,2,1,1,2,0,52
242643,2,0,4,0,999,0,3,6,2,1,9,0,999998,995,0,6,9,0,0,2,1,2,1,0,0
242644,0,0,4,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,1,1,2,2,0,0
242645,36,0,150,1,999,3,3,3,1,1,9,0,0,995,1,2,3,0,0,2,1,2,1,0,0
242646,1,0,4,0,999,99,3,4,2,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
242647,4,0,4,0,999,0,3,4,2,1,9,0,999998,995,0,6,9,0,0,1,3,2,1,0,0
242648,75,0,39,0,999,2,3,3,1,1,9,0,0,995,1,5,1,0,0,1,1,2,1,0,0
242649,17,0,40,0,999,2,1,6,2,1,9,0,42,118,2,6,3,0,0,2,1,2,1,0,0
242650,47,0,48,0,999,2,1,5,1,1,9,0,200,128,2,1,3,0,0,2,1,1,2,0,10
242651,28,0,19,0,999,2,1,1,1,1,9,0,860,110,2,6,2,0,0,2,1,1,2,0,52
242652,67,0,200,3,999,0,3,3,2,1,9,1,0,995,1,5,2,0,0,1,1,2,1,0,0
242653,27,0,22,0,104,2,1,4,1,1,9,0,816,11,2,1,2,0,0,1,1,1,1,0,52
242654,32,0,30,0,999,6,1,1,1,1,9,0,999998,11,2,4,2,0,0,2,1,1,2,0,0
242655,21,0,455,4,999,6,1,1,1,1,9,0,155,90,2,6,3,0,0,1,1,1,2,0,17
242656,64,34,42,0,999,2,3,3,1,1,9,0,1100,131,1,1,1,0,1,1,1,2,1,0,52
242657,2,0,8,0,999,0,3,7,2,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
242658,15,0,4,0,999,3,3,9,1,1,9,1,0,995,1,6,2,0,0,1,1,2,1,0,0
242659,22,0,48,0,999,1,3,5,1,1,9,0,0,995,1,2,2,0,0,2,1,2,1,0,0
242660,1,0,4,0,999,0,3,4,2,1,9,0,999998,995,0,6,9,0,0,1,3,1,1,0,0
242661,28,0,5,0,999,8,1,3,1,1,9,0,320,102,2,1,3,0,0,2,1,1,2,0,16
242662,24,0,4,0,999,2,1,6,1,1,9,1,1080,5,2,6,2,0,0,1,1,1,1,0,49
242663,9,0,4,0,999,1,3,10,1,1,9,1,999998,995,0,6,2,0,0,2,1,2,1,0,0
242664,24,0,4,0,999,2,1,3,1,1,9,1,624,120,2,1,2,0,0,1,1,2,1,0,52
242665,50,0,47,0,999,0,1,1,1,1,9,0,192,11,2,6,2,0,0,2,1,1,1,0,18
242666,29,0,4,0,999,2,3,7,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
242667,7,0,4,0,999,1,3,3,1,1,9,0,0,995,0,6,2,0,0,2,1,2,2,0,0
242668,13,0,49,0,999,2,3,4,1,1,9,0,999998,995,0,6,2,0,0,1,1,2,2,0,0
242669,31,0,35,0,999,5,1,3,1,1,9,0,1000,1,2,1,2,0,0,2,1,1,1,0,43
242670,4,0,4,0,999,2,3,4,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,2,0,0
242671,72,0,19,0,999,2,3,3,1,1,9,0,0,995,1,1,2,0,1,1,1,1,2,1,0
242672,17,0,40,0,999,3,3,8,1,1,9,0,0,995,1,6,1,0,0,1,2,2,1,0,0
242673,0,0,4,0,999,0,3,6,2,1,9,0,999998,995,0,6,9,0,0,1,3,2,1,0,0
242674,13,0,4,0,999,1,3,5,2,1,9,1,999998,995,0,6,2,0,0,1,3,1,1,0,0
242675,4,0,4,0,999,0,3,9,1,1,9,1,999998,995,0,6,9,0,4,2,1,2,2,0,0
242676,37,0,5,0,999,7,3,3,1,1,9,0,0,995,1,2,4,0,0,2,1,2,2,0,0
242677,21,0,40,0,999,4,3,4,2,1,9,0,0,995,1,1,2,0,0,1,1,2,1,0,0
242678,24,0,5,0,43,2,2,4,1,1,9,0,232,1,2,1,3,0,1,1,1,1,1,1,22
242679,47,0,35,0,999,1,1,4,2,1,9,0,0,1,2,1,1,0,0,1,1,1,1,0,52
242680,54,0,21,0,999,2,1,2,1,1,9,0,0,121,2,6,2,0,0,2,1,2,2,0,52
242681,22,0,39,0,999,2,1,2,1,1,9,0,0,11,2,1,3,0,0,2,1,1,2,0,0
242682,14,0,4,0,999,2,3,5,1,1,9,0,0,995,1,6,2,0,0,1,1,1,2,0,0
242683,21,0,16,0,999,6,1,6,1,1,9,0,468,131,2,6,3,0,0,2,1,2,1,0,44
242684,7,0,48,0,999,1,3,6,1,1,9,0,999998,995,0,6,3,0,0,2,1,1,1,0,0
242685,32,0,4,0,999,0,1,3,2,1,9,0,560,11,2,1,2,0,0,1,3,1,1,0,52
242686,33,0,4,0,999,0,1,12,2,1,9,0,0,1,2,1,2,0,0,1,3,1,1,0,52
242687,64,23,150,2,999,3,1,1,1,1,9,0,0,119,2,5,2,1,5,1,1,2,1,0,52
242688,45,0,47,0,999,6,3,4,1,1,9,0,1600,995,1,1,1,0,0,1,1,1,1,0,52
242689,36,0,29,0,999,6,3,8,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
242690,13,0,541,3,999,2,3,3,1,1,9,0,999998,995,0,6,2,0,0,1,1,1,2,0,0
242691,36,0,39,0,999,2,3,1,1,1,9,0,0,995,1,2,2,0,0,2,1,2,2,0,0
242692,42,0,28,0,999,5,3,4,1,1,9,0,0,995,1,1,2,0,0,1,1,2,2,0,0
242693,42,0,40,0,999,3,3,5,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
242694,46,0,4,0,52,2,2,4,1,1,9,1,288,91,2,1,1,0,0,1,1,1,2,0,24
242695,8,0,40,0,999,1,3,9,1,1,9,0,999998,995,0,6,3,0,0,2,1,1,1,0,0
242696,1,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
242697,54,0,4,0,999,1,1,7,2,1,9,0,0,1,2,1,1,0,0,1,1,1,1,0,46
242698,43,0,4,0,999,1,1,4,1,1,9,1,234,1,2,1,1,0,0,1,3,1,1,0,20
242699,41,0,55,0,999,10,1,3,1,1,9,0,2000,5,2,1,1,0,0,2,1,1,1,0,52
242700,23,0,4,0,999,2,1,9,1,1,9,0,600,5,2,6,1,0,0,1,1,1,1,0,52
242701,66,0,29,0,999,2,1,2,2,1,9,0,0,1,2,1,1,0,0,2,1,1,1,0,52
242702,52,0,35,0,999,2,3,3,2,1,9,0,0,995,1,1,2,0,0,1,1,2,1,0,0
242703,72,0,28,0,999,2,1,3,1,1,9,0,0,11,2,1,2,0,0,1,1,1,2,0,0
242704,45,0,4,0,999,0,3,4,2,1,9,0,0,995,1,6,2,0,1,1,3,2,1,0,0
242705,23,0,13,0,999,11,1,1,1,1,9,0,1300,130,2,6,2,0,0,2,1,1,1,0,36
242706,56,0,4,0,999,2,1,1,1,6,9,0,900,1,2,2,9,0,0,0,1,1,1,0,40
242707,7,0,4,0,999,1,3,3,1,1,9,0,999998,995,0,6,2,0,0,2,1,2,2,0,0
242708,14,0,4,0,999,4,3,17,2,1,9,0,0,995,1,6,1,0,0,1,3,1,1,0,0
242709,3,0,19,0,999,0,3,5,1,1,9,0,999998,995,0,6,3,0,0,2,1,2,1,0,0
242710,10,0,4,0,999,1,3,8,1,1,9,1,999998,995,0,6,1,0,0,1,1,1,1,0,0
242711,31,0,48,0,999,2,1,4,2,1,9,0,0,1,2,1,2,0,0,1,1,1,1,0,52
242712,30,0,40,0,999,2,1,4,1,1,9,0,400,33,2,1,3,0,0,2,1,1,1,0,25
242713,8,0,4,0,999,1,3,1,1,1,9,1,999998,995,0,6,2,0,0,2,1,2,2,0,0
242714,35,0,200,3,999,1,3,5,1,1,9,1,0,995,1,1,1,0,0,2,1,2,2,0,0
242715,44,26,4,0,999,1,3,7,2,1,9,0,0,995,1,1,2,0,1,1,3,2,1,0,0
242716,10,0,4,0,999,1,3,4,1,1,9,0,999998,995,0,6,1,0,0,1,1,1,1,0,0
242717,3,0,4,0,999,0,3,7,1,1,9,1,999998,995,0,6,9,0,0,1,1,2,1,0,0
242718,45,0,42,0,999,6,3,2,1,1,9,0,0,995,1,1,3,0,0,2,1,1,1,0,0
242719,37,0,4,0,999,1,3,8,1,1,9,0,0,1,1,1,1,0,0,1,1,2,2,0,0
242720,27,0,4,0,999,6,3,11,1,1,9,1,0,995,1,1,1,0,0,1,1,2,2,0,0
242721,35,0,200,3,999,1,3,9,2,1,9,1,0,995,1,1,1,0,0,2,1,2,1,0,0
242722,17,16,40,0,999,6,3,2,1,1,9,0,128,995,1,1,3,0,1,2,1,2,2,0,32
242723,41,0,46,0,999,8,1,2,2,1,9,0,1500,124,2,1,1,0,0,1,1,2,1,0,38
242724,39,0,410,2,999,8,3,2,2,1,9,0,0,1,1,1,1,0,0,1,1,2,1,0,0
242725,83,0,35,0,999,0,3,1,1,1,9,1,0,995,1,5,2,0,0,2,1,2,1,0,0
242726,21,0,4,0,999,8,3,5,1,1,9,0,0,995,1,6,1,0,0,1,1,1,2,0,0
242727,16,0,28,0,999,2,3,3,1,1,9,0,0,995,1,6,1,0,0,2,1,2,2,0,0
242728,8,0,4,0,999,1,3,7,1,1,9,0,999998,995,0,6,1,0,0,1,1,2,2,0,0
242729,2,0,4,0,999,0,3,4,1,1,9,1,999998,995,0,6,9,0,0,2,1,2,2,0,0
242730,49,0,29,0,999,10,1,5,1,1,9,0,1125,124,2,1,2,0,0,1,1,2,2,0,36
242731,12,0,4,0,999,2,3,7,1,1,9,1,0,995,0,6,2,0,0,1,1,2,2,0,0
242732,24,0,22,0,16,2,2,3,1,1,9,0,360,75,2,1,2,0,0,2,2,1,2,0,36
242733,2,0,35,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,1,0,0
242734,12,0,4,0,999,0,3,7,2,1,9,0,999998,995,0,6,2,0,0,1,3,1,1,0,0
242735,55,0,39,0,999,3,1,5,1,1,9,0,1217,77,2,1,1,0,0,1,1,1,1,0,50
242736,82,0,39,0,999,2,3,1,1,1,9,0,0,995,1,5,2,0,0,1,1,1,2,0,0
242737,38,0,47,0,999,3,3,5,1,1,9,0,0,995,1,1,3,0,0,1,1,2,1,0,0
242738,40,0,47,0,8,5,2,4,1,1,9,0,3000,11,2,1,2,0,0,1,1,1,2,0,52
242739,18,0,4,0,999,0,1,3,2,1,9,0,150,24,2,1,2,0,0,1,3,2,1,0,40
242740,17,0,48,0,999,6,3,3,1,1,9,0,0,995,1,6,2,0,0,1,2,2,1,0,0
242741,33,0,4,0,999,1,3,4,1,1,9,0,0,995,1,2,2,0,0,1,1,2,1,0,0
242742,6,0,4,0,999,0,3,4,2,1,9,0,999998,995,0,6,1,0,0,1,1,1,1,0,0
242743,13,0,4,0,999,2,3,9,1,1,9,1,0,995,0,6,2,0,0,1,1,2,2,0,0
242744,6,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,2,0,0,1,1,1,1,0,0
242745,68,0,5,0,999,2,3,5,2,1,9,0,0,995,1,5,2,0,0,2,1,1,1,0,0
242746,44,0,19,0,999,3,1,2,1,1,9,0,900,116,2,1,2,0,0,1,1,1,1,0,48
242747,12,0,4,0,999,2,3,4,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,1,0,0
242748,22,19,48,0,999,9,1,2,1,1,9,0,60,130,2,1,3,0,1,2,1,2,1,0,52
242749,49,0,4,0,999,2,3,6,1,1,9,0,36,1,1,1,1,0,0,1,1,1,1,0,6
242750,43,0,17,0,999,6,3,2,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
242751,27,0,200,4,999,2,1,9,1,1,9,1,720,75,2,1,1,12,5,1,1,1,2,9,52
242752,17,0,48,0,999,2,3,5,1,1,9,0,0,995,1,6,2,0,0,2,1,1,2,0,0
242753,9,0,4,0,999,1,3,9,1,1,9,1,0,995,0,6,1,0,0,1,1,2,2,0,0
242754,67,0,1,0,156,2,2,1,1,6,9,0,0,1,2,6,2,0,1,0,1,1,2,9,0
242755,73,0,42,0,999,9,3,1,1,1,9,0,0,995,1,5,1,0,0,1,1,2,2,0,0
242756,4,0,4,0,999,0,3,6,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,1,0,0
242757,5,0,48,0,999,0,3,3,1,1,9,0,999998,995,0,6,3,0,0,2,1,2,2,0,0
242758,15,0,4,0,999,0,3,17,1,1,9,1,0,995,1,6,2,0,0,1,2,2,1,0,0
242759,9,0,4,0,999,1,3,5,1,1,9,1,999998,995,0,6,2,0,0,2,1,2,1,0,0
242760,14,0,4,0,999,2,3,6,2,1,9,1,999998,995,1,6,9,0,0,1,1,1,1,0,0
242761,20,0,4,0,999,3,3,4,1,1,9,1,0,995,1,6,1,0,0,1,1,1,1,0,0
242762,20,0,5,0,999,3,3,2,1,1,9,0,0,995,1,1,3,0,0,2,2,2,1,0,0
242763,19,0,40,0,56,6,1,11,1,1,9,0,135,131,2,6,1,0,0,1,2,1,1,0,15
242764,37,0,20,0,999,6,1,5,1,1,9,0,1020,11,2,1,3,0,0,2,1,1,1,0,32
242765,20,0,4,0,999,2,1,8,1,1,9,1,0,11,2,6,2,0,0,2,1,1,2,0,0
242766,14,0,4,0,999,2,3,3,1,1,9,0,0,995,1,6,2,0,0,2,1,1,2,0,0
242767,24,0,4,0,30,2,1,2,1,1,9,1,60,30,2,6,1,0,0,1,1,2,1,0,7
242768,37,16,4,0,999,1,3,7,1,1,9,1,0,995,1,5,2,0,2,2,1,2,2,0,0
242769,31,0,17,0,999,7,1,5,1,1,9,0,1874,131,2,1,2,0,0,2,1,1,2,0,52
242770,15,0,4,0,999,2,3,7,2,1,9,1,999998,995,1,6,2,0,0,2,1,2,1,0,0
242771,21,0,4,0,999,6,3,12,1,1,9,0,999998,995,1,1,2,0,0,1,1,2,1,0,0
242772,40,0,200,3,999,0,1,5,1,1,9,1,156,1,2,1,2,0,0,1,3,1,1,0,13
242773,8,0,48,0,999,1,3,3,1,6,9,0,999998,995,0,6,3,0,0,0,1,2,1,0,0
242774,4,0,4,0,999,99,3,7,1,1,9,0,0,995,0,6,9,0,0,1,1,2,1,0,0
242775,29,0,4,0,999,0,1,4,2,1,9,0,0,1,2,5,1,0,0,1,3,1,1,0,52
242776,5,0,4,0,999,0,3,7,1,1,9,1,999998,995,0,6,2,0,0,2,1,2,2,0,0
242777,58,0,6,0,999,7,1,1,1,1,9,0,0,5,2,6,4,0,0,2,1,1,1,0,52
242778,22,0,29,0,999,6,1,2,1,1,9,0,360,101,2,1,3,0,0,1,1,1,2,0,36
242779,52,0,48,0,999,2,3,3,1,1,9,0,0,995,1,1,9,0,0,2,1,2,1,0,0
242780,26,0,6,0,999,8,1,2,1,1,9,0,1370,999,2,6,2,0,0,2,1,1,1,0,52
242781,36,0,29,0,999,6,1,2,1,1,9,0,1904,39,2,1,1,0,0,1,1,2,1,0,52
242782,7,0,4,0,999,0,3,11,1,1,9,1,999998,995,0,6,2,0,0,2,1,1,2,0,0
242783,32,0,450,2,999,6,3,3,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
242784,45,0,4,0,30,2,2,2,1,1,9,0,0,11,2,1,1,0,0,1,1,1,1,0,0
242785,16,0,4,0,999,2,3,10,1,1,9,1,999998,995,1,6,2,0,0,1,1,1,1,0,0
