risk_score,event_count,total_usage,flagged_status,user_bin_score,days_since_activity,account_type,months_since_update,membership_flag,loyalty_tier,satisfaction_score,reported_fraud_flag,account_balance,num_transactions,high_risk_flag,account_age_years,stability_rank,rule_alert_flag,violation_count,device_consistency_flag,education_level,gender_flag,employment_status,recent_alerts,weeks_since_account_open
94,0,40,0,999,4,3,1,2,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
34,0,49,0,999,4,3,2,1,6,9,0,52428,995,1,6,1,0,0,1,1,1,1,0,0
20,0,462,0,87,8,3,8,2,1,9,0,52428,995,1,1,1,0,0,1,3,2,1,0,49
13,0,35,0,999,2,3,4,1,1,9,1,996147,995,0,6,1,0,0,1,3,2,1,0,0
37,0,4,0,999,2,1,3,2,1,9,0,52428,102,2,1,2,0,0,1,1,1,1,0,10
16,0,4,0,999,2,3,9,2,1,9,0,52428,995,1,1,2,0,4,2,1,2,1,0,0
6,0,4,0,999,0,3,5,1,1,9,1,996147,995,0,6,9,0,0,2,1,1,2,0,0
14,0,4,0,999,2,1,1,1,1,9,1,52428,102,2,6,1,0,0,1,1,1,2,0,52
22,0,5,0,999,6,1,4,2,1,9,0,52428,125,2,1,1,0,0,2,1,1,1,0,0
0,0,17,0,999,2,3,7,2,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
16,0,4,0,999,0,3,8,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,1,0,0
69,0,410,0,999,3,1,3,1,1,9,1,52428,118,2,6,3,0,0,2,1,1,1,0,52
55,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
41,0,4,0,999,2,1,4,1,1,9,0,52428,102,2,1,3,0,0,2,1,1,1,0,43
52,0,4,0,120,7,1,16,2,1,9,0,52428,120,2,1,2,0,0,1,3,1,1,0,52
20,0,5,0,999,2,1,1,1,1,9,0,52428,125,2,1,2,0,0,2,1,1,1,0,52
82,0,4,0,999,2,3,4,1,1,9,0,52428,995,1,1,2,0,0,2,1,1,1,0,17
1,0,42,0,113,0,3,6,1,1,9,1,996147,995,0,6,1,0,0,1,1,1,1,0,0
0,0,28,0,999,2,1,5,1,1,9,0,996147,1,0,2,2,0,0,1,1,2,2,0,0
22,0,4,0,999,0,1,1,1,1,9,1,52428,119,2,1,1,0,4,1,1,1,1,0,52
51,0,4,0,999,0,2,2,2,1,9,0,52428,1,2,5,2,0,0,1,1,2,1,0,40
64,0,210,0,159,3,3,2,1,1,9,0,996147,995,1,6,9,0,0,2,1,2,2,0,0
15,0,48,0,999,1,3,2,1,1,9,0,52428,995,1,1,2,0,0,2,2,2,1,0,0
35,0,4,0,999,5,3,2,1,1,9,0,52428,995,1,1,3,0,3,2,1,2,1,0,0
37,0,4,0,999,6,1,3,1,1,9,0,52428,21,2,6,2,0,0,2,1,1,1,0,30
75,0,4,0,999,0,3,5,2,1,9,0,996147,995,0,6,2,0,5,2,1,2,1,0,0
14,0,25,3,999,6,3,3,1,1,9,1,52428,995,1,5,2,0,0,2,1,2,2,0,0
29,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,6,9,0,0,2,1,2,1,0,0
47,0,4,0,999,2,1,3,1,1,9,1,52428,97,2,5,2,0,0,1,1,1,2,0,52
4,0,200,0,999,2,3,15,1,1,9,0,996147,995,0,6,9,0,1,1,1,2,2,0,35
25,0,25,0,999,10,1,9,1,1,9,0,52428,18,2,1,9,0,0,2,1,2,2,0,30
59,16,48,0,87,2,3,5,1,1,9,0,52428,995,1,1,3,0,0,1,1,2,2,0,0
54,0,4,0,999,6,3,2,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,2,0,0
2,0,21,0,999,9,3,6,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,2,0,0
53,0,4,0,999,5,3,1,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
50,16,42,0,999,0,3,6,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
39,0,27,0,999,10,1,2,1,1,9,0,52428,1,2,6,2,0,0,2,1,1,2,0,8
50,0,29,0,999,6,1,2,1,1,9,0,52428,112,2,1,2,0,0,2,1,1,2,0,52
13,0,4,0,999,2,1,2,2,1,9,0,52428,118,2,1,9,0,0,2,1,1,1,0,52
47,0,4,0,999,2,3,4,1,1,9,1,52428,995,1,6,2,0,0,2,1,2,1,0,0
64,0,55,3,999,2,3,2,1,1,9,1,996147,995,1,1,2,0,0,2,1,2,2,0,0
12,0,4,0,149,1,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
59,0,4,3,999,1,3,3,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,2,0,0
51,0,4,0,999,1,1,4,1,1,9,0,52428,1,2,6,2,0,0,1,3,1,1,0,52
25,0,20,0,999,1,1,17,1,1,9,0,52428,75,2,1,3,0,0,2,1,2,1,0,52
36,0,4,3,999,2,2,5,2,1,9,1,52428,1,1,2,2,0,0,2,1,2,1,0,0
28,0,501,3,149,3,3,1,1,1,9,4,996147,995,1,1,2,0,0,2,3,2,1,0,0
46,0,20,4,999,0,3,7,1,1,9,1,786432,995,1,1,1,0,1,1,3,2,1,0,0
51,0,200,0,999,3,1,6,1,1,9,0,52428,35,2,1,1,0,0,1,1,1,1,2,24
11,0,200,0,999,1,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
8,0,4,0,999,0,3,8,2,1,9,0,52428,995,0,6,2,0,0,1,3,1,1,0,0
68,0,4,0,999,11,3,7,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
58,0,18,0,999,2,2,5,1,1,9,0,52428,11,2,4,2,0,0,1,1,2,1,0,39
32,0,30,0,999,4,3,4,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
1,0,5,0,999,2,3,10,2,1,9,0,52428,995,0,6,4,0,0,2,1,2,1,0,0
5,0,30,0,999,1,3,6,1,3,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
15,0,501,0,999,6,3,5,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,0
24,0,6,0,999,4,3,8,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
15,0,4,0,999,3,3,4,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
46,0,51,0,999,1,1,12,2,1,9,0,52428,5,2,1,2,0,0,1,1,1,1,0,44
4,0,4,0,999,1,3,3,2,1,9,1,996147,995,0,6,1,0,0,1,1,2,1,0,0
18,26,40,0,999,1,3,1,1,1,9,0,52428,995,1,1,2,0,0,2,1,1,1,0,0
5,0,4,0,999,1,3,6,1,1,9,0,996147,995,0,6,4,0,0,2,1,2,2,0,0
10,0,4,0,999,1,3,5,1,1,9,0,996147,995,0,6,1,0,0,1,3,1,1,0,0
6,0,6,0,999,9,3,6,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
35,0,4,0,999,6,3,1,1,1,9,0,52428,995,1,2,1,0,0,1,1,2,1,0,0
24,0,40,0,999,1,1,9,2,1,9,0,52428,1,2,6,1,0,0,1,1,1,1,0,52
45,0,4,0,999,6,3,4,2,1,9,0,52428,995,1,5,3,0,0,1,3,2,1,0,0
15,0,462,0,999,2,3,3,1,1,9,0,996147,995,1,6,2,0,0,1,1,2,1,2,0
22,0,4,0,999,2,1,5,1,1,9,0,52428,125,2,1,2,0,0,1,1,1,2,0,16
31,0,42,0,999,2,3,4,2,1,9,1,52428,995,1,1,3,0,0,2,1,2,1,0,0
13,0,32,0,999,3,3,3,1,1,9,0,52428,995,1,5,1,0,0,1,1,2,1,0,0
7,0,4,0,999,1,3,6,1,1,2,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
17,0,4,0,999,0,3,4,1,1,9,0,52428,995,1,1,2,0,0,1,1,1,1,0,0
34,0,4,0,159,2,1,4,1,1,9,1,52428,11,2,1,2,0,0,1,1,1,2,0,52
26,0,35,0,999,2,3,2,2,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,2,0
47,0,4,0,999,8,3,5,2,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
20,0,19,0,999,2,3,3,1,1,9,0,52428,995,1,6,1,0,0,2,1,2,1,0,0
15,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,1,0,0,2,1,2,2,0,0
54,0,4,0,999,11,1,3,2,1,9,0,52428,126,2,1,2,0,0,2,1,1,1,0,31
57,0,4,0,999,2,1,3,1,1,9,0,52428,75,2,5,1,0,0,2,1,2,2,0,17
51,0,4,0,999,1,1,1,2,1,9,0,52428,5,2,6,9,0,0,2,1,2,1,0,43
15,0,200,4,999,2,3,2,1,1,9,1,52428,995,1,6,2,0,0,2,1,2,2,0,0
21,0,200,0,999,6,3,1,1,1,9,1,52428,995,1,1,1,0,0,1,1,2,1,0,0
22,0,40,0,999,6,1,8,1,1,9,0,52428,75,2,1,2,0,0,2,1,1,1,0,26
47,0,18,0,999,2,1,12,1,1,9,0,52428,79,2,1,2,0,0,2,1,1,1,0,13
58,0,4,0,999,6,2,2,1,1,9,1,52428,91,2,1,1,0,0,1,1,1,2,0,52
35,0,49,0,999,11,1,6,1,1,9,0,52428,18,2,1,2,0,0,1,1,1,2,0,0
13,0,4,0,999,2,3,3,1,1,9,1,52428,995,1,6,2,0,0,2,1,2,1,0,0
76,0,200,0,159,6,3,7,1,1,9,1,52428,995,1,1,9,0,0,1,1,1,2,0,0
8,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,2,0,0
13,0,4,0,149,2,3,10,2,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
24,0,36,0,999,2,1,6,2,1,9,0,52428,79,2,1,1,0,0,1,3,1,1,0,52
6,0,20,0,999,0,3,6,2,1,9,0,996147,995,0,6,9,0,0,1,3,2,1,0,0
18,0,48,0,999,99,3,3,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,1,0,0
15,0,48,0,999,2,3,8,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,1,0,0
4,0,4,0,999,2,3,7,1,1,9,0,996147,995,0,6,1,0,0,2,1,2,2,0,0
14,0,40,0,1,2,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,1,1,0,0
16,0,4,0,999,6,2,1,1,1,9,0,52428,1,2,4,2,0,0,1,1,2,2,0,50
26,0,21,0,999,10,1,3,1,1,9,0,52428,75,2,1,1,0,0,1,1,1,1,0,52
16,0,48,0,999,6,3,1,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
32,0,5,3,295,0,1,1,1,1,9,1,52428,11,2,5,2,0,0,1,1,2,1,2,52
70,16,29,0,999,4,3,2,1,1,9,0,52428,118,1,6,3,0,0,2,1,2,1,0,0
13,0,4,0,999,1,3,5,1,1,9,0,996147,995,0,6,1,0,0,2,1,2,2,0,19
19,0,4,0,999,2,2,4,2,1,9,1,52428,995,2,4,2,0,0,1,1,2,1,0,39
27,0,4,0,999,3,3,3,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,1,0,0
21,0,4,0,999,7,3,7,1,6,9,1,52428,995,1,1,2,0,0,1,1,1,1,0,0
74,0,4,0,999,0,3,8,1,1,9,1,996147,995,0,6,1,0,0,1,1,1,1,0,0
22,0,4,0,999,5,1,23,1,1,9,1,52428,124,2,1,1,0,0,2,1,2,1,0,0
38,0,4,0,999,10,1,2,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,52
25,0,4,3,999,2,3,1,2,1,4,4,52428,995,2,4,3,0,0,1,3,1,1,0,52
0,0,4,3,999,9,3,10,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,2,0,0
56,0,48,0,999,0,1,19,2,1,9,0,52428,119,2,6,2,0,0,2,1,1,1,0,52
31,0,4,0,999,2,3,4,2,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
51,0,40,0,999,2,3,4,1,1,9,0,52428,995,1,2,3,0,0,2,1,1,1,0,0
24,0,35,0,999,2,3,2,1,1,9,0,52428,995,1,6,3,0,0,2,1,2,2,0,0
3,0,4,0,999,1,3,7,2,1,9,0,996147,995,0,6,9,0,0,1,3,1,1,0,0
38,0,4,0,999,6,2,7,1,1,9,0,52428,120,2,6,2,0,0,1,1,2,1,0,31
42,0,48,3,999,1,3,7,2,1,9,1,52428,995,1,6,1,0,0,1,3,2,1,0,0
14,0,4,0,999,0,3,4,1,1,9,0,52428,995,1,1,3,0,0,2,1,1,2,0,0
26,0,4,0,999,2,1,1,1,1,2,1,52428,111,2,1,3,0,0,2,1,1,1,0,52
22,0,4,0,999,7,1,6,1,1,9,0,52428,125,2,1,2,0,0,2,1,1,1,0,46
13,0,18,0,1,2,3,4,1,1,9,0,52428,995,0,6,9,0,0,1,1,1,1,0,0
26,0,4,0,87,1,1,2,2,1,9,0,52428,131,2,1,2,0,0,2,1,1,1,0,52
87,0,42,0,999,2,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,2,2,1,0,0
1,0,4,0,999,0,3,5,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
26,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,9,0,0,2,1,1,2,0,12
86,0,110,0,999,2,3,5,1,1,9,0,52428,995,1,6,1,0,0,1,1,1,2,0,0
5,0,39,0,999,2,3,13,2,1,9,0,996147,995,0,6,3,0,0,1,3,2,1,0,0
30,0,4,0,999,7,1,5,2,1,9,0,52428,75,2,6,2,0,0,1,1,1,1,0,26
11,0,35,0,999,1,3,4,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,1,0,0
1,0,4,0,999,0,3,9,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,2,0,0
14,0,4,0,999,2,3,7,2,1,0,0,52428,995,1,1,3,0,0,1,3,2,1,0,0
45,0,4,0,999,2,1,2,1,1,9,1,52428,1,2,6,9,0,0,2,1,1,2,0,35
0,0,40,2,999,0,3,8,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,1,0,0
94,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
25,0,200,0,999,1,1,1,1,1,9,0,52428,11,2,6,1,0,0,1,1,1,2,0,32
24,0,4,0,999,2,3,6,1,1,9,1,52428,995,1,1,1,0,0,1,1,2,1,0,0
4,0,200,0,999,1,3,5,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
68,0,4,0,999,6,1,7,1,1,9,1,52428,118,2,1,2,0,0,1,1,1,2,0,52
16,0,200,0,999,2,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,0
16,0,48,0,295,2,3,8,1,1,9,0,52428,995,1,5,2,0,0,2,1,2,1,0,0
6,0,4,0,999,1,3,3,1,1,9,0,52428,995,0,6,4,0,0,2,1,1,2,0,0
1,0,48,0,999,0,3,10,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,2,0,0
80,0,4,0,999,6,3,3,1,1,9,0,52428,995,1,6,2,0,0,2,2,2,2,0,0
56,0,35,3,999,6,3,4,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,2,0,0
45,0,4,0,999,6,1,6,1,1,9,0,52428,102,2,1,3,0,0,2,1,1,2,0,43
26,0,210,0,999,8,1,3,1,1,9,0,52428,97,2,1,1,0,0,1,1,1,2,0,52
68,0,53,0,999,1,3,3,1,1,9,1,52428,995,1,1,2,0,0,1,1,2,2,0,0
12,0,4,4,999,2,3,6,1,1,9,1,996147,995,0,6,1,0,0,1,1,1,1,0,0
20,0,4,0,999,2,3,1,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
20,0,4,0,999,6,3,4,1,1,9,0,52428,995,1,6,3,0,0,2,1,1,2,0,0
54,0,4,3,999,0,1,8,1,1,9,1,52428,104,2,1,3,0,0,2,1,1,2,0,52
46,0,4,0,999,5,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
0,0,48,0,999,0,3,4,1,1,9,0,52428,995,0,6,2,0,0,2,2,2,2,0,0
16,0,40,0,999,4,3,7,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,1,0,0
23,0,6,0,999,2,1,5,2,1,9,0,52428,90,2,1,9,0,0,1,1,1,1,0,26
23,0,4,0,999,2,1,8,1,1,9,0,52428,35,2,1,2,0,0,2,2,1,2,0,52
60,0,200,0,295,2,3,5,1,1,9,0,996147,995,1,1,2,0,0,2,1,2,1,0,0
60,0,210,0,999,2,3,6,1,1,9,0,52428,995,1,1,3,0,0,2,2,2,1,0,0
21,0,20,0,999,1,3,2,2,1,9,1,52428,995,1,2,2,0,0,2,1,2,1,0,0
27,0,4,0,999,2,3,2,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
19,0,4,0,159,2,1,2,1,1,9,1,52428,119,2,1,2,0,0,2,1,1,2,0,52
29,0,48,0,999,2,1,6,2,1,9,0,52428,124,2,1,2,0,0,1,1,1,1,0,52
16,0,48,0,999,0,3,2,1,1,9,0,52428,995,1,6,1,0,0,1,1,1,1,0,0
32,0,53,0,999,10,1,6,2,1,9,0,52428,112,2,6,2,0,0,1,1,1,1,0,52
75,0,4,0,999,0,3,7,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
47,0,48,0,999,6,1,7,1,1,9,0,52428,18,2,1,3,0,0,2,1,1,2,0,21
53,0,4,0,999,1,3,13,1,1,9,0,996147,995,0,6,9,0,0,1,3,2,1,0,0
31,0,48,0,87,4,3,2,1,1,9,1,52428,995,1,1,1,0,0,1,1,2,1,0,0
69,0,4,0,999,2,1,3,1,1,9,1,52428,1,2,6,2,0,0,1,1,1,1,0,52
1,0,28,0,999,0,3,3,1,3,9,0,52428,995,0,6,1,0,5,2,2,1,1,0,0
3,0,4,0,999,0,3,5,2,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
37,0,4,0,999,2,1,4,1,1,9,0,52428,75,2,6,9,0,0,2,1,1,1,0,52
8,0,4,0,999,2,3,4,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
10,0,4,0,999,9,1,5,1,1,9,0,996147,5,0,2,2,0,0,2,2,1,2,0,0
31,0,4,0,999,3,3,3,1,1,9,0,52428,995,1,6,2,0,4,1,1,1,2,0,0
41,0,4,0,999,2,1,3,1,1,9,0,52428,91,2,1,2,0,0,2,6,1,2,0,24
20,0,27,0,999,2,1,6,1,1,9,0,52428,99,2,6,2,0,0,1,1,1,2,0,52
2,0,21,0,999,99,3,9,2,1,9,0,996147,995,0,6,9,0,1,1,1,1,1,0,0
58,0,48,0,999,2,3,11,2,1,9,0,52428,995,1,6,3,0,0,2,1,2,1,0,0
24,0,48,0,999,3,1,1,1,1,2,0,52428,75,2,6,2,0,0,1,1,1,2,0,9
3,0,541,0,999,0,3,4,1,1,9,1,52428,995,0,6,9,0,0,2,1,1,2,0,0
6,0,30,0,999,2,3,6,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
26,0,4,0,999,4,1,5,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,1,0,50
40,0,21,2,999,4,3,4,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
13,0,4,0,999,0,3,10,1,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
74,0,17,0,999,2,3,4,1,1,9,0,996147,995,1,6,2,0,0,1,1,2,2,0,0
62,0,200,0,999,4,3,11,2,1,9,0,52428,995,1,1,1,0,0,1,1,2,1,0,0
6,0,4,0,999,1,3,4,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
59,0,461,0,999,5,2,3,1,1,9,1,52428,91,2,1,1,0,0,1,1,1,2,0,40
6,0,4,0,87,2,3,5,1,1,9,0,996147,995,0,6,3,0,0,2,1,2,2,0,0
9,0,48,0,113,7,3,11,2,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
11,0,501,0,999,0,3,6,1,1,9,1,996147,995,0,6,9,0,0,2,1,2,1,0,0
22,0,4,0,999,3,1,5,1,1,9,0,52428,11,2,1,3,0,0,2,1,2,1,0,52
22,0,150,0,999,10,1,2,1,1,9,0,52428,90,2,1,3,0,0,1,1,1,1,0,0
66,0,35,0,999,8,1,2,1,1,9,0,52428,118,2,1,2,0,0,2,1,1,2,0,4
34,0,40,0,999,0,3,12,2,6,9,0,52428,995,1,1,3,0,0,1,3,2,1,0,0
22,0,35,0,999,1,1,1,1,1,9,0,52428,124,2,1,3,0,0,2,1,1,2,0,9
50,0,4,0,159,2,3,4,1,1,9,0,52428,995,1,6,2,0,0,1,1,1,1,0,0
58,0,4,0,999,2,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,1,0,0
40,0,4,0,999,3,3,1,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
14,0,200,0,999,0,3,2,1,1,9,1,52428,995,1,6,3,0,0,2,1,2,1,0,0
15,0,4,0,999,1,3,1,1,1,9,0,52428,995,2,4,2,0,0,2,1,1,2,0,48
2,18,4,0,999,2,3,6,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,19
10,0,6,0,999,2,3,13,2,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
41,0,29,0,999,6,1,1,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,26
32,0,90,0,149,2,1,3,1,1,9,0,52428,124,2,1,2,0,0,1,1,1,1,0,20
16,0,5,0,999,5,1,4,2,1,9,0,52428,23,2,1,2,0,0,1,1,1,1,0,52
42,0,29,0,999,8,2,2,1,1,9,1,52428,5,2,1,2,0,0,1,1,1,2,0,43
21,0,4,0,999,6,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
28,26,4,2,999,8,3,4,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
38,0,4,0,999,6,1,4,1,1,9,0,52428,90,2,6,1,0,0,2,1,1,2,0,0
69,0,5,0,999,6,1,6,1,1,9,0,52428,102,2,1,1,0,0,1,1,1,1,0,9
7,0,35,0,999,6,1,19,2,1,9,0,52428,1,2,1,3,0,0,0,1,1,1,0,40
10,0,4,0,999,0,1,1,1,1,9,0,996147,131,0,2,2,0,0,1,1,2,1,0,0
11,0,40,0,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,1,0,0
24,0,5,0,149,11,2,4,1,1,9,0,52428,72,2,6,3,0,0,2,1,1,2,0,52
49,26,35,0,999,2,1,23,1,1,9,1,52428,114,2,6,2,0,0,2,1,1,2,0,50
47,0,27,0,999,4,3,5,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
39,0,40,0,999,0,1,4,1,1,9,0,52428,1,2,1,3,0,3,2,1,2,2,0,40
5,0,200,2,999,2,3,9,1,1,9,1,996147,995,0,6,9,0,0,2,1,1,1,0,0
0,0,42,0,999,1,3,3,2,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
26,0,35,0,999,1,3,2,1,1,9,1,786432,995,1,1,3,0,0,2,1,2,1,0,0
13,0,21,0,999,0,3,3,1,1,9,0,996147,72,0,6,3,0,0,2,1,1,1,0,0
37,0,200,0,999,8,1,2,1,1,9,0,52428,124,2,1,2,0,0,2,1,1,1,0,52
32,0,4,0,999,1,1,4,1,1,2,0,52428,5,2,1,2,0,0,1,2,1,1,0,4
25,0,4,0,999,1,3,4,1,1,2,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
28,0,40,0,999,4,1,3,2,1,9,0,52428,18,2,1,1,0,0,2,1,1,1,0,52
36,0,4,0,999,2,1,4,1,1,9,0,52428,124,2,1,3,0,0,2,2,2,1,0,36
10,0,4,0,999,1,3,3,1,1,9,0,52428,995,0,6,9,0,0,1,1,2,2,0,0
5,0,4,0,999,0,3,10,2,1,9,1,996147,995,0,6,2,0,0,1,3,1,1,0,0
2,0,4,0,999,1,3,8,1,1,9,0,996147,995,0,6,2,0,0,1,3,1,2,0,0
28,0,4,0,999,2,1,3,1,1,9,0,52428,60,2,1,1,0,5,2,1,1,1,0,52
35,0,4,0,999,3,1,4,1,1,9,0,52428,125,2,1,1,0,0,1,1,1,1,0,0
4,0,6,0,120,2,3,6,2,1,9,1,996147,995,0,6,2,0,0,2,1,2,1,0,0
27,0,4,0,999,3,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
0,0,200,0,999,0,3,3,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,0
7,0,40,0,999,0,3,10,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
57,0,150,0,999,6,1,5,2,1,9,0,52428,1,2,5,3,0,0,2,1,1,1,0,4
35,0,17,0,999,2,3,4,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
12,0,4,0,999,0,3,10,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
25,0,4,0,999,2,1,2,1,1,9,1,52428,90,2,1,3,0,0,2,1,1,2,0,52
17,0,4,0,999,11,1,4,2,1,9,0,52428,11,2,1,1,0,0,1,1,1,1,0,52
14,0,40,0,999,3,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
35,0,37,0,999,2,3,2,1,1,9,0,52428,995,1,1,1,0,1,1,1,2,2,0,0
62,0,4,0,999,2,1,1,1,1,9,0,52428,118,2,5,2,0,0,1,1,1,1,0,17
7,0,40,0,999,1,3,6,1,1,9,1,996147,995,0,6,3,0,0,2,1,2,2,0,0
65,0,19,0,999,7,1,9,2,1,9,0,52428,90,2,5,1,0,0,1,3,2,1,0,13
74,0,28,3,999,6,1,5,1,1,9,1,52428,119,2,1,3,0,0,2,1,2,2,0,50
78,0,53,0,999,0,3,4,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
42,0,29,0,999,6,1,3,1,1,9,0,52428,1,2,1,3,0,0,2,1,1,2,0,38
18,0,35,0,999,3,1,5,1,1,9,1,52428,5,2,1,1,0,0,1,1,1,1,0,39
1,0,31,0,999,0,3,6,2,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,0
30,0,26,0,999,0,3,6,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
1,0,17,0,999,1,3,3,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
7,0,4,0,999,0,3,5,2,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
11,0,27,0,999,0,3,6,2,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,23
16,0,150,0,999,2,3,4,1,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
9,0,541,0,1,0,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
6,0,4,0,999,0,3,9,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
14,0,4,0,999,6,3,7,1,1,9,0,52428,995,1,5,2,0,0,2,1,2,1,0,0
2,0,4,0,999,1,3,19,2,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
87,0,4,2,999,2,3,2,1,1,9,0,52428,995,1,1,3,0,0,1,1,1,1,0,0
11,0,27,0,999,2,3,13,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,2,0,0
70,0,4,0,999,6,3,8,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,0
2,0,40,0,999,2,3,6,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,2,0,0
18,0,4,0,999,2,3,1,2,1,9,1,996147,118,1,1,2,0,0,2,1,2,1,0,0
3,0,6,0,999,1,3,4,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,2,0,0
1,0,501,0,999,0,3,4,1,1,9,1,996147,995,0,6,1,0,0,2,1,1,2,0,0
34,0,35,3,999,6,1,14,1,1,9,1,52428,79,2,1,2,0,0,1,1,1,1,0,52
